uniqueSubjects,variable,value,Age,Id,Positon,Size,Weight
24_34,stand_large_moderate,0,24,34,stand,large,moderate
24_37,stand_large_moderate,0,24,37,stand,large,moderate
24_38,stand_large_moderate,0,24,38,stand,large,moderate
24_40,stand_large_moderate,0,24,40,stand,large,moderate
24_42,stand_large_moderate,0,24,42,stand,large,moderate
24_43,stand_large_moderate,1,24,43,stand,large,moderate
24_44,stand_large_moderate,0,24,44,stand,large,moderate
24_45,stand_large_moderate,0,24,45,stand,large,moderate
24_46,stand_large_moderate,0,24,46,stand,large,moderate
24_51,stand_large_moderate,1,24,51,stand,large,moderate
12_01,stand_large_heavy,0,12,1,stand,large,heavy
12_02,stand_large_heavy,0,12,2,stand,large,heavy
12_03,stand_large_heavy,0,12,3,stand,large,heavy
12_05,stand_large_heavy,0,12,5,stand,large,heavy
12_07,stand_large_heavy,0,12,7,stand,large,heavy
12_08,stand_large_heavy,0,12,8,stand,large,heavy
12_09,stand_large_heavy,0,12,9,stand,large,heavy
12_10,stand_large_heavy,0,12,10,stand,large,heavy
12_11,stand_large_heavy,0,12,11,stand,large,heavy
12_12,stand_large_heavy,0,12,12,stand,large,heavy
12_13,stand_large_heavy,0,12,13,stand,large,heavy
12_14,stand_large_heavy,2,12,14,stand,large,heavy
12_15,stand_large_heavy,0,12,15,stand,large,heavy
12_16,stand_large_heavy,0,12,16,stand,large,heavy
12_17,stand_large_heavy,0,12,17,stand,large,heavy
12_18,stand_large_heavy,0,12,18,stand,large,heavy
12_20,stand_large_heavy,0,12,20,stand,large,heavy
12_21,stand_large_heavy,0,12,21,stand,large,heavy
12_22,stand_large_heavy,0,12,22,stand,large,heavy
12_23,stand_large_heavy,0,12,23,stand,large,heavy
12_25,stand_large_heavy,0,12,25,stand,large,heavy
12_26,stand_large_heavy,0,12,26,stand,large,heavy
12_27,stand_large_heavy,0,12,27,stand,large,heavy
12_29,stand_large_heavy,0,12,29,stand,large,heavy
12_30,stand_large_heavy,0,12,30,stand,large,heavy
12_31,stand_large_heavy,0,12,31,stand,large,heavy
12_32,stand_large_heavy,0,12,32,stand,large,heavy
12_33,stand_large_heavy,0,12,33,stand,large,heavy
12_34,stand_large_heavy,0,12,34,stand,large,heavy
12_35,stand_large_heavy,0,12,35,stand,large,heavy
12_36,stand_large_heavy,0,12,36,stand,large,heavy
12_37,stand_large_heavy,0,12,37,stand,large,heavy
12_38,stand_large_heavy,0,12,38,stand,large,heavy
12_39,stand_large_heavy,0,12,39,stand,large,heavy
24_01,stand_large_heavy,0,24,1,stand,large,heavy
24_02,stand_large_heavy,0,24,2,stand,large,heavy
24_04,stand_large_heavy,0,24,4,stand,large,heavy
24_05,stand_large_heavy,0,24,5,stand,large,heavy
24_07,stand_large_heavy,0,24,7,stand,large,heavy
24_09,stand_large_heavy,1,24,9,stand,large,heavy
24_10,stand_large_heavy,0,24,10,stand,large,heavy
24_11,stand_large_heavy,0,24,11,stand,large,heavy
24_12,stand_large_heavy,0,24,12,stand,large,heavy
24_13,stand_large_heavy,0,24,13,stand,large,heavy
24_14,stand_large_heavy,1,24,14,stand,large,heavy
24_16,stand_large_heavy,1,24,16,stand,large,heavy
24_17,stand_large_heavy,0,24,17,stand,large,heavy
24_18,stand_large_heavy,0,24,18,stand,large,heavy
24_23,stand_large_heavy,0,24,23,stand,large,heavy
24_24,stand_large_heavy,0,24,24,stand,large,heavy
24_27,stand_large_heavy,0,24,27,stand,large,heavy
24_29,stand_large_heavy,0,24,29,stand,large,heavy
24_30,stand_large_heavy,0,24,30,stand,large,heavy
24_31,stand_large_heavy,0,24,31,stand,large,heavy
24_32,stand_large_heavy,1,24,32,stand,large,heavy
24_34,stand_large_heavy,0,24,34,stand,large,heavy
24_37,stand_large_heavy,0,24,37,stand,large,heavy
24_38,stand_large_heavy,0,24,38,stand,large,heavy
24_40,stand_large_heavy,0,24,40,stand,large,heavy
24_42,stand_large_heavy,0,24,42,stand,large,heavy
24_43,stand_large_heavy,0,24,43,stand,large,heavy
24_44,stand_large_heavy,1,24,44,stand,large,heavy
24_45,stand_large_heavy,0,24,45,stand,large,heavy
24_46,stand_large_heavy,0,24,46,stand,large,heavy
24_51,stand_large_heavy,0,24,51,stand,large,heavy
12_01,sit_small_light,0,12,1,sit,small,light
12_02,sit_small_light,0,12,2,sit,small,light
12_03,sit_small_light,0,12,3,sit,small,light
12_05,sit_small_light,0,12,5,sit,small,light
12_07,sit_small_light,4,12,7,sit,small,light
12_08,sit_small_light,0,12,8,sit,small,light
12_09,sit_small_light,0,12,9,sit,small,light
12_10,sit_small_light,0,12,10,sit,small,light
12_11,sit_small_light,0,12,11,sit,small,light
12_12,sit_small_light,0,12,12,sit,small,light
12_13,sit_small_light,0,12,13,sit,small,light
12_14,sit_small_light,0,12,14,sit,small,light
12_15,sit_small_light,0,12,15,sit,small,light
12_16,sit_small_light,0,12,16,sit,small,light
12_17,sit_small_light,0,12,17,sit,small,light
12_18,sit_small_light,0,12,18,sit,small,light
12_20,sit_small_light,0,12,20,sit,small,light
12_21,sit_small_light,0,12,21,sit,small,light
12_22,sit_small_light,1,12,22,sit,small,light
12_23,sit_small_light,0,12,23,sit,small,light
12_25,sit_small_light,5,12,25,sit,small,light
12_26,sit_small_light,0,12,26,sit,small,light
12_27,sit_small_light,1,12,27,sit,small,light
12_29,sit_small_light,0,12,29,sit,small,light
12_30,sit_small_light,0,12,30,sit,small,light
12_31,sit_small_light,3,12,31,sit,small,light
12_32,sit_small_light,0,12,32,sit,small,light
12_33,sit_small_light,1,12,33,sit,small,light
12_34,sit_small_light,0,12,34,sit,small,light
12_35,sit_small_light,0,12,35,sit,small,light
12_36,sit_small_light,0,12,36,sit,small,light
12_37,sit_small_light,2,12,37,sit,small,light
12_38,sit_small_light,0,12,38,sit,small,light
12_39,sit_small_light,0,12,39,sit,small,light
24_01,sit_small_light,0,24,1,sit,small,light
24_02,sit_small_light,0,24,2,sit,small,light
24_04,sit_small_light,0,24,4,sit,small,light
24_05,sit_small_light,0,24,5,sit,small,light
24_07,sit_small_light,0,24,7,sit,small,light
24_09,sit_small_light,0,24,9,sit,small,light
24_10,sit_small_light,0,24,10,sit,small,light
24_11,sit_small_light,0,24,11,sit,small,light
24_12,sit_small_light,0,24,12,sit,small,light
24_13,sit_small_light,2,24,13,sit,small,light
24_14,sit_small_light,0,24,14,sit,small,light
24_16,sit_small_light,0,24,16,sit,small,light
24_17,sit_small_light,0,24,17,sit,small,light
24_18,sit_small_light,0,24,18,sit,small,light
24_23,sit_small_light,0,24,23,sit,small,light
24_24,sit_small_light,0,24,24,sit,small,light
24_27,sit_small_light,0,24,27,sit,small,light
24_29,sit_small_light,1,24,29,sit,small,light
24_30,sit_small_light,0,24,30,sit,small,light
24_31,sit_small_light,0,24,31,sit,small,light
24_32,sit_small_light,0,24,32,sit,small,light
24_34,sit_small_light,0,24,34,sit,small,light
24_37,sit_small_light,1,24,37,sit,small,light
24_38,sit_small_light,0,24,38,sit,small,light
24_40,sit_small_light,0,24,40,sit,small,light
24_42,sit_small_light,0,24,42,sit,small,light
24_43,sit_small_light,0,24,43,sit,small,light
24_44,sit_small_light,0,24,44,sit,small,light
24_45,sit_small_light,0,24,45,sit,small,light
24_46,sit_small_light,0,24,46,sit,small,light
24_51,sit_small_light,0,24,51,sit,small,light
12_01,sit_small_moderate,0,12,1,sit,small,moderate
12_02,sit_small_moderate,0,12,2,sit,small,moderate
12_03,sit_small_moderate,0,12,3,sit,small,moderate
12_05,sit_small_moderate,0,12,5,sit,small,moderate
12_07,sit_small_moderate,0,12,7,sit,small,moderate
12_08,sit_small_moderate,0,12,8,sit,small,moderate
12_09,sit_small_moderate,0,12,9,sit,small,moderate
12_10,sit_small_moderate,0,12,10,sit,small,moderate
12_11,sit_small_moderate,0,12,11,sit,small,moderate
12_12,sit_small_moderate,0,12,12,sit,small,moderate
12_13,sit_small_moderate,0,12,13,sit,small,moderate
12_14,sit_small_moderate,0,12,14,sit,small,moderate
12_15,sit_small_moderate,0,12,15,sit,small,moderate
12_16,sit_small_moderate,0,12,16,sit,small,moderate
12_17,sit_small_moderate,0,12,17,sit,small,moderate
12_18,sit_small_moderate,0,12,18,sit,small,moderate
12_20,sit_small_moderate,0,12,20,sit,small,moderate
12_21,sit_small_moderate,0,12,21,sit,small,moderate
12_22,sit_small_moderate,0,12,22,sit,small,moderate
12_23,sit_small_moderate,0,12,23,sit,small,moderate
12_25,sit_small_moderate,0,12,25,sit,small,moderate
12_26,sit_small_moderate,0,12,26,sit,small,moderate
12_27,sit_small_moderate,0,12,27,sit,small,moderate
12_29,sit_small_moderate,0,12,29,sit,small,moderate
12_30,sit_small_moderate,0,12,30,sit,small,moderate
12_31,sit_small_moderate,0,12,31,sit,small,moderate
12_32,sit_small_moderate,0,12,32,sit,small,moderate
12_33,sit_small_moderate,0,12,33,sit,small,moderate
12_34,sit_small_moderate,0,12,34,sit,small,moderate
12_35,sit_small_moderate,0,12,35,sit,small,moderate
12_36,sit_small_moderate,0,12,36,sit,small,moderate
12_37,sit_small_moderate,1,12,37,sit,small,moderate
12_38,sit_small_moderate,0,12,38,sit,small,moderate
12_39,sit_small_moderate,1,12,39,sit,small,moderate
24_01,sit_small_moderate,0,24,1,sit,small,moderate
24_02,sit_small_moderate,0,24,2,sit,small,moderate
24_04,sit_small_moderate,0,24,4,sit,small,moderate
24_05,sit_small_moderate,0,24,5,sit,small,moderate
24_07,sit_small_moderate,0,24,7,sit,small,moderate
24_09,sit_small_moderate,0,24,9,sit,small,moderate
24_10,sit_small_moderate,0,24,10,sit,small,moderate
24_11,sit_small_moderate,0,24,11,sit,small,moderate
24_12,sit_small_moderate,0,24,12,sit,small,moderate
24_13,sit_small_moderate,0,24,13,sit,small,moderate
24_14,sit_small_moderate,0,24,14,sit,small,moderate
24_16,sit_small_moderate,0,24,16,sit,small,moderate
24_17,sit_small_moderate,0,24,17,sit,small,moderate
24_18,sit_small_moderate,0,24,18,sit,small,moderate
24_23,sit_small_moderate,0,24,23,sit,small,moderate
24_24,sit_small_moderate,0,24,24,sit,small,moderate
24_27,sit_small_moderate,0,24,27,sit,small,moderate
24_29,sit_small_moderate,0,24,29,sit,small,moderate
24_30,sit_small_moderate,0,24,30,sit,small,moderate
24_31,sit_small_moderate,0,24,31,sit,small,moderate
24_32,sit_small_moderate,0,24,32,sit,small,moderate
24_34,sit_small_moderate,1,24,34,sit,small,moderate
24_37,sit_small_moderate,0,24,37,sit,small,moderate
24_38,sit_small_moderate,0,24,38,sit,small,moderate
24_40,sit_small_moderate,0,24,40,sit,small,moderate
24_42,sit_small_moderate,0,24,42,sit,small,moderate
24_43,sit_small_moderate,0,24,43,sit,small,moderate
24_44,sit_small_moderate,0,24,44,sit,small,moderate
24_45,sit_small_moderate,0,24,45,sit,small,moderate
24_46,sit_small_moderate,0,24,46,sit,small,moderate
24_51,sit_small_moderate,0,24,51,sit,small,moderate
12_01,sit_small_heavy,0,12,1,sit,small,heavy
12_02,sit_small_heavy,0,12,2,sit,small,heavy
12_03,sit_small_heavy,0,12,3,sit,small,heavy
12_05,sit_small_heavy,0,12,5,sit,small,heavy
12_07,sit_small_heavy,0,12,7,sit,small,heavy
12_08,sit_small_heavy,0,12,8,sit,small,heavy
12_09,sit_small_heavy,0,12,9,sit,small,heavy
12_10,sit_small_heavy,1,12,10,sit,small,heavy
12_11,sit_small_heavy,0,12,11,sit,small,heavy
12_12,sit_small_heavy,0,12,12,sit,small,heavy
12_13,sit_small_heavy,0,12,13,sit,small,heavy
12_14,sit_small_heavy,0,12,14,sit,small,heavy
12_15,sit_small_heavy,0,12,15,sit,small,heavy
12_16,sit_small_heavy,1,12,16,sit,small,heavy
12_17,sit_small_heavy,0,12,17,sit,small,heavy
12_18,sit_small_heavy,0,12,18,sit,small,heavy
12_20,sit_small_heavy,0,12,20,sit,small,heavy
12_21,sit_small_heavy,0,12,21,sit,small,heavy
12_22,sit_small_heavy,0,12,22,sit,small,heavy
12_23,sit_small_heavy,0,12,23,sit,small,heavy
12_25,sit_small_heavy,0,12,25,sit,small,heavy
12_26,sit_small_heavy,0,12,26,sit,small,heavy
12_27,sit_small_heavy,0,12,27,sit,small,heavy
12_29,sit_small_heavy,0,12,29,sit,small,heavy
12_30,sit_small_heavy,0,12,30,sit,small,heavy
12_31,sit_small_heavy,0,12,31,sit,small,heavy
12_32,sit_small_heavy,0,12,32,sit,small,heavy
12_33,sit_small_heavy,0,12,33,sit,small,heavy
12_34,sit_small_heavy,1,12,34,sit,small,heavy
12_35,sit_small_heavy,0,12,35,sit,small,heavy
12_36,sit_small_heavy,0,12,36,sit,small,heavy
12_37,sit_small_heavy,2,12,37,sit,small,heavy
12_38,sit_small_heavy,1,12,38,sit,small,heavy
12_39,sit_small_heavy,1,12,39,sit,small,heavy
24_01,sit_small_heavy,0,24,1,sit,small,heavy
24_02,sit_small_heavy,0,24,2,sit,small,heavy
24_04,sit_small_heavy,0,24,4,sit,small,heavy
24_05,sit_small_heavy,0,24,5,sit,small,heavy
24_07,sit_small_heavy,0,24,7,sit,small,heavy
24_09,sit_small_heavy,0,24,9,sit,small,heavy
24_10,sit_small_heavy,0,24,10,sit,small,heavy
24_11,sit_small_heavy,0,24,11,sit,small,heavy
24_12,sit_small_heavy,0,24,12,sit,small,heavy
24_13,sit_small_heavy,0,24,13,sit,small,heavy
24_14,sit_small_heavy,2,24,14,sit,small,heavy
24_16,sit_small_heavy,0,24,16,sit,small,heavy
24_17,sit_small_heavy,0,24,17,sit,small,heavy
24_18,sit_small_heavy,0,24,18,sit,small,heavy
24_23,sit_small_heavy,0,24,23,sit,small,heavy
24_24,sit_small_heavy,0,24,24,sit,small,heavy
24_27,sit_small_heavy,0,24,27,sit,small,heavy
24_29,sit_small_heavy,0,24,29,sit,small,heavy
24_30,sit_small_heavy,0,24,30,sit,small,heavy
24_31,sit_small_heavy,0,24,31,sit,small,heavy
24_32,sit_small_heavy,0,24,32,sit,small,heavy
24_34,sit_small_heavy,0,24,34,sit,small,heavy
24_37,sit_small_heavy,0,24,37,sit,small,heavy
24_38,sit_small_heavy,0,24,38,sit,small,heavy
24_40,sit_small_heavy,0,24,40,sit,small,heavy
24_42,sit_small_heavy,0,24,42,sit,small,heavy
24_43,sit_small_heavy,0,24,43,sit,small,heavy
24_44,sit_small_heavy,0,24,44,sit,small,heavy
24_45,sit_small_heavy,0,24,45,sit,small,heavy
24_46,sit_small_heavy,0,24,46,sit,small,heavy
24_51,sit_small_heavy,0,24,51,sit,small,heavy
12_01,sit_medium_light,0,12,1,sit,medium,light
12_02,sit_medium_light,0,12,2,sit,medium,light
12_03,sit_medium_light,0,12,3,sit,medium,light
12_05,sit_medium_light,0,12,5,sit,medium,light
12_07,sit_medium_light,0,12,7,sit,medium,light
12_08,sit_medium_light,0,12,8,sit,medium,light
12_09,sit_medium_light,6,12,9,sit,medium,light
12_10,sit_medium_light,0,12,10,sit,medium,light
12_11,sit_medium_light,1,12,11,sit,medium,light
12_12,sit_medium_light,1,12,12,sit,medium,light
12_13,sit_medium_light,0,12,13,sit,medium,light
12_14,sit_medium_light,0,12,14,sit,medium,light
12_15,sit_medium_light,0,12,15,sit,medium,light
12_16,sit_medium_light,0,12,16,sit,medium,light
12_17,sit_medium_light,1,12,17,sit,medium,light
12_18,sit_medium_light,0,12,18,sit,medium,light
12_20,sit_medium_light,0,12,20,sit,medium,light
12_21,sit_medium_light,0,12,21,sit,medium,light
12_22,sit_medium_light,0,12,22,sit,medium,light
12_23,sit_medium_light,0,12,23,sit,medium,light
12_25,sit_medium_light,0,12,25,sit,medium,light
12_26,sit_medium_light,0,12,26,sit,medium,light
12_27,sit_medium_light,0,12,27,sit,medium,light
12_29,sit_medium_light,0,12,29,sit,medium,light
12_30,sit_medium_light,0,12,30,sit,medium,light
12_31,sit_medium_light,0,12,31,sit,medium,light
12_32,sit_medium_light,0,12,32,sit,medium,light
12_33,sit_medium_light,2,12,33,sit,medium,light
12_34,sit_medium_light,1,12,34,sit,medium,light
12_35,sit_medium_light,0,12,35,sit,medium,light
12_36,sit_medium_light,0,12,36,sit,medium,light
12_37,sit_medium_light,0,12,37,sit,medium,light
12_38,sit_medium_light,0,12,38,sit,medium,light
12_39,sit_medium_light,2,12,39,sit,medium,light
24_01,sit_medium_light,0,24,1,sit,medium,light
24_02,sit_medium_light,0,24,2,sit,medium,light
24_04,sit_medium_light,0,24,4,sit,medium,light
24_05,sit_medium_light,0,24,5,sit,medium,light
24_07,sit_medium_light,2,24,7,sit,medium,light
24_09,sit_medium_light,0,24,9,sit,medium,light
24_10,sit_medium_light,4,24,10,sit,medium,light
24_11,sit_medium_light,0,24,11,sit,medium,light
24_12,sit_medium_light,0,24,12,sit,medium,light
24_13,sit_medium_light,0,24,13,sit,medium,light
24_14,sit_medium_light,1,24,14,sit,medium,light
24_16,sit_medium_light,1,24,16,sit,medium,light
24_17,sit_medium_light,0,24,17,sit,medium,light
24_18,sit_medium_light,0,24,18,sit,medium,light
24_23,sit_medium_light,0,24,23,sit,medium,light
24_24,sit_medium_light,2,24,24,sit,medium,light
24_27,sit_medium_light,0,24,27,sit,medium,light
24_29,sit_medium_light,0,24,29,sit,medium,light
24_30,sit_medium_light,4,24,30,sit,medium,light
24_31,sit_medium_light,0,24,31,sit,medium,light
24_32,sit_medium_light,5,24,32,sit,medium,light
24_34,sit_medium_light,0,24,34,sit,medium,light
24_37,sit_medium_light,2,24,37,sit,medium,light
24_38,sit_medium_light,0,24,38,sit,medium,light
24_40,sit_medium_light,2,24,40,sit,medium,light
24_42,sit_medium_light,0,24,42,sit,medium,light
24_43,sit_medium_light,0,24,43,sit,medium,light
24_44,sit_medium_light,0,24,44,sit,medium,light
24_45,sit_medium_light,0,24,45,sit,medium,light
24_46,sit_medium_light,0,24,46,sit,medium,light
24_51,sit_medium_light,0,24,51,sit,medium,light
12_01,sit_medium_moderate,0,12,1,sit,medium,moderate
12_02,sit_medium_moderate,0,12,2,sit,medium,moderate
12_03,sit_medium_moderate,0,12,3,sit,medium,moderate
12_05,sit_medium_moderate,0,12,5,sit,medium,moderate
12_07,sit_medium_moderate,0,12,7,sit,medium,moderate
12_08,sit_medium_moderate,0,12,8,sit,medium,moderate
12_09,sit_medium_moderate,0,12,9,sit,medium,moderate
12_10,sit_medium_moderate,0,12,10,sit,medium,moderate
12_11,sit_medium_moderate,0,12,11,sit,medium,moderate
12_12,sit_medium_moderate,0,12,12,sit,medium,moderate
12_13,sit_medium_moderate,1,12,13,sit,medium,moderate
12_14,sit_medium_moderate,0,12,14,sit,medium,moderate
12_15,sit_medium_moderate,0,12,15,sit,medium,moderate
12_16,sit_medium_moderate,0,12,16,sit,medium,moderate
12_17,sit_medium_moderate,0,12,17,sit,medium,moderate
12_18,sit_medium_moderate,0,12,18,sit,medium,moderate
12_20,sit_medium_moderate,0,12,20,sit,medium,moderate
12_21,sit_medium_moderate,0,12,21,sit,medium,moderate
12_22,sit_medium_moderate,0,12,22,sit,medium,moderate
12_23,sit_medium_moderate,0,12,23,sit,medium,moderate
12_25,sit_medium_moderate,0,12,25,sit,medium,moderate
12_26,sit_medium_moderate,0,12,26,sit,medium,moderate
12_27,sit_medium_moderate,0,12,27,sit,medium,moderate
12_29,sit_medium_moderate,0,12,29,sit,medium,moderate
12_30,sit_medium_moderate,0,12,30,sit,medium,moderate
12_31,sit_medium_moderate,0,12,31,sit,medium,moderate
12_32,sit_medium_moderate,0,12,32,sit,medium,moderate
12_33,sit_medium_moderate,0,12,33,sit,medium,moderate
12_34,sit_medium_moderate,0,12,34,sit,medium,moderate
12_35,sit_medium_moderate,0,12,35,sit,medium,moderate
12_36,sit_medium_moderate,0,12,36,sit,medium,moderate
12_37,sit_medium_moderate,0,12,37,sit,medium,moderate
12_38,sit_medium_moderate,0,12,38,sit,medium,moderate
12_39,sit_medium_moderate,0,12,39,sit,medium,moderate
24_01,sit_medium_moderate,0,24,1,sit,medium,moderate
24_02,sit_medium_moderate,0,24,2,sit,medium,moderate
24_04,sit_medium_moderate,0,24,4,sit,medium,moderate
24_05,sit_medium_moderate,0,24,5,sit,medium,moderate
24_07,sit_medium_moderate,0,24,7,sit,medium,moderate
24_09,sit_medium_moderate,0,24,9,sit,medium,moderate
24_10,sit_medium_moderate,0,24,10,sit,medium,moderate
24_11,sit_medium_moderate,0,24,11,sit,medium,moderate
24_12,sit_medium_moderate,0,24,12,sit,medium,moderate
24_13,sit_medium_moderate,0,24,13,sit,medium,moderate
24_14,sit_medium_moderate,0,24,14,sit,medium,moderate
24_16,sit_medium_moderate,0,24,16,sit,medium,moderate
24_17,sit_medium_moderate,0,24,17,sit,medium,moderate
24_18,sit_medium_moderate,0,24,18,sit,medium,moderate
24_23,sit_medium_moderate,0,24,23,sit,medium,moderate
24_24,sit_medium_moderate,0,24,24,sit,medium,moderate
24_27,sit_medium_moderate,0,24,27,sit,medium,moderate
24_29,sit_medium_moderate,0,24,29,sit,medium,moderate
24_30,sit_medium_moderate,0,24,30,sit,medium,moderate
24_31,sit_medium_moderate,0,24,31,sit,medium,moderate
24_32,sit_medium_moderate,0,24,32,sit,medium,moderate
24_34,sit_medium_moderate,0,24,34,sit,medium,moderate
24_37,sit_medium_moderate,0,24,37,sit,medium,moderate
24_38,sit_medium_moderate,0,24,38,sit,medium,moderate
24_40,sit_medium_moderate,0,24,40,sit,medium,moderate
24_42,sit_medium_moderate,0,24,42,sit,medium,moderate
24_43,sit_medium_moderate,0,24,43,sit,medium,moderate
24_44,sit_medium_moderate,0,24,44,sit,medium,moderate
24_45,sit_medium_moderate,0,24,45,sit,medium,moderate
24_46,sit_medium_moderate,0,24,46,sit,medium,moderate
24_51,sit_medium_moderate,0,24,51,sit,medium,moderate
12_01,sit_medium_heavy,0,12,1,sit,medium,heavy
12_02,sit_medium_heavy,0,12,2,sit,medium,heavy
12_03,sit_medium_heavy,0,12,3,sit,medium,heavy
12_05,sit_medium_heavy,0,12,5,sit,medium,heavy
12_07,sit_medium_heavy,0,12,7,sit,medium,heavy
12_08,sit_medium_heavy,0,12,8,sit,medium,heavy
12_09,sit_medium_heavy,0,12,9,sit,medium,heavy
12_10,sit_medium_heavy,0,12,10,sit,medium,heavy
12_11,sit_medium_heavy,0,12,11,sit,medium,heavy
12_12,sit_medium_heavy,0,12,12,sit,medium,heavy
12_13,sit_medium_heavy,0,12,13,sit,medium,heavy
12_14,sit_medium_heavy,0,12,14,sit,medium,heavy
12_15,sit_medium_heavy,0,12,15,sit,medium,heavy
12_16,sit_medium_heavy,1,12,16,sit,medium,heavy
12_17,sit_medium_heavy,0,12,17,sit,medium,heavy
12_18,sit_medium_heavy,0,12,18,sit,medium,heavy
12_20,sit_medium_heavy,0,12,20,sit,medium,heavy
12_21,sit_medium_heavy,0,12,21,sit,medium,heavy
12_22,sit_medium_heavy,0,12,22,sit,medium,heavy
12_23,sit_medium_heavy,0,12,23,sit,medium,heavy
12_25,sit_medium_heavy,0,12,25,sit,medium,heavy
12_26,sit_medium_heavy,0,12,26,sit,medium,heavy
12_27,sit_medium_heavy,0,12,27,sit,medium,heavy
12_29,sit_medium_heavy,2,12,29,sit,medium,heavy
12_30,sit_medium_heavy,0,12,30,sit,medium,heavy
12_31,sit_medium_heavy,0,12,31,sit,medium,heavy
12_32,sit_medium_heavy,0,12,32,sit,medium,heavy
12_33,sit_medium_heavy,0,12,33,sit,medium,heavy
12_34,sit_medium_heavy,2,12,34,sit,medium,heavy
12_35,sit_medium_heavy,0,12,35,sit,medium,heavy
12_36,sit_medium_heavy,0,12,36,sit,medium,heavy
12_37,sit_medium_heavy,0,12,37,sit,medium,heavy
12_38,sit_medium_heavy,0,12,38,sit,medium,heavy
12_39,sit_medium_heavy,0,12,39,sit,medium,heavy
24_01,sit_medium_heavy,0,24,1,sit,medium,heavy
24_02,sit_medium_heavy,0,24,2,sit,medium,heavy
24_04,sit_medium_heavy,0,24,4,sit,medium,heavy
24_05,sit_medium_heavy,0,24,5,sit,medium,heavy
24_07,sit_medium_heavy,0,24,7,sit,medium,heavy
24_09,sit_medium_heavy,0,24,9,sit,medium,heavy
24_10,sit_medium_heavy,0,24,10,sit,medium,heavy
24_11,sit_medium_heavy,0,24,11,sit,medium,heavy
24_12,sit_medium_heavy,0,24,12,sit,medium,heavy
24_13,sit_medium_heavy,0,24,13,sit,medium,heavy
24_14,sit_medium_heavy,0,24,14,sit,medium,heavy
24_16,sit_medium_heavy,0,24,16,sit,medium,heavy
24_17,sit_medium_heavy,0,24,17,sit,medium,heavy
24_18,sit_medium_heavy,0,24,18,sit,medium,heavy
24_23,sit_medium_heavy,0,24,23,sit,medium,heavy
24_24,sit_medium_heavy,0,24,24,sit,medium,heavy
24_27,sit_medium_heavy,0,24,27,sit,medium,heavy
24_29,sit_medium_heavy,0,24,29,sit,medium,heavy
24_30,sit_medium_heavy,0,24,30,sit,medium,heavy
24_31,sit_medium_heavy,0,24,31,sit,medium,heavy
24_32,sit_medium_heavy,0,24,32,sit,medium,heavy
24_34,sit_medium_heavy,0,24,34,sit,medium,heavy
24_37,sit_medium_heavy,3,24,37,sit,medium,heavy
24_38,sit_medium_heavy,0,24,38,sit,medium,heavy
24_40,sit_medium_heavy,0,24,40,sit,medium,heavy
24_42,sit_medium_heavy,0,24,42,sit,medium,heavy
24_43,sit_medium_heavy,0,24,43,sit,medium,heavy
24_44,sit_medium_heavy,0,24,44,sit,medium,heavy
24_45,sit_medium_heavy,0,24,45,sit,medium,heavy
24_46,sit_medium_heavy,0,24,46,sit,medium,heavy
24_51,sit_medium_heavy,0,24,51,sit,medium,heavy
12_01,sit_large_light,0,12,1,sit,large,light
12_02,sit_large_light,0,12,2,sit,large,light
12_03,sit_large_light,0,12,3,sit,large,light
12_05,sit_large_light,0,12,5,sit,large,light
12_07,sit_large_light,0,12,7,sit,large,light
12_08,sit_large_light,0,12,8,sit,large,light
12_09,sit_large_light,0,12,9,sit,large,light
12_10,sit_large_light,0,12,10,sit,large,light
12_11,sit_large_light,0,12,11,sit,large,light
12_12,sit_large_light,0,12,12,sit,large,light
12_13,sit_large_light,0,12,13,sit,large,light
12_14,sit_large_light,0,12,14,sit,large,light
12_15,sit_large_light,0,12,15,sit,large,light
12_16,sit_large_light,0,12,16,sit,large,light
12_17,sit_large_light,0,12,17,sit,large,light
12_18,sit_large_light,0,12,18,sit,large,light
12_20,sit_large_light,0,12,20,sit,large,light
12_21,sit_large_light,0,12,21,sit,large,light
12_22,sit_large_light,0,12,22,sit,large,light
12_23,sit_large_light,0,12,23,sit,large,light
12_25,sit_large_light,0,12,25,sit,large,light
12_26,sit_large_light,0,12,26,sit,large,light
12_27,sit_large_light,0,12,27,sit,large,light
12_29,sit_large_light,0,12,29,sit,large,light
12_30,sit_large_light,0,12,30,sit,large,light
12_31,sit_large_light,0,12,31,sit,large,light
12_32,sit_large_light,0,12,32,sit,large,light
12_33,sit_large_light,0,12,33,sit,large,light
12_34,sit_large_light,0,12,34,sit,large,light
12_35,sit_large_light,0,12,35,sit,large,light
12_36,sit_large_light,0,12,36,sit,large,light
12_37,sit_large_light,0,12,37,sit,large,light
12_38,sit_large_light,1,12,38,sit,large,light
12_39,sit_large_light,0,12,39,sit,large,light
24_01,sit_large_light,0,24,1,sit,large,light
24_02,sit_large_light,0,24,2,sit,large,light
24_04,sit_large_light,0,24,4,sit,large,light
24_05,sit_large_light,0,24,5,sit,large,light
24_07,sit_large_light,0,24,7,sit,large,light
24_09,sit_large_light,0,24,9,sit,large,light
24_10,sit_large_light,0,24,10,sit,large,light
24_11,sit_large_light,0,24,11,sit,large,light
24_12,sit_large_light,0,24,12,sit,large,light
24_13,sit_large_light,0,24,13,sit,large,light
