uniqueSubjects,variable,value,Age,Id,Positon,Size,Weight
24_04,Squat_medium_light,0,24,4,Squat,medium,light
24_05,Squat_medium_light,0,24,5,Squat,medium,light
24_07,Squat_medium_light,0,24,7,Squat,medium,light
24_09,Squat_medium_light,0,24,9,Squat,medium,light
24_10,Squat_medium_light,0,24,10,Squat,medium,light
24_11,Squat_medium_light,0,24,11,Squat,medium,light
24_12,Squat_medium_light,0,24,12,Squat,medium,light
24_13,Squat_medium_light,0,24,13,Squat,medium,light
24_14,Squat_medium_light,0,24,14,Squat,medium,light
24_16,Squat_medium_light,0,24,16,Squat,medium,light
24_17,Squat_medium_light,0,24,17,Squat,medium,light
24_18,Squat_medium_light,0,24,18,Squat,medium,light
24_23,Squat_medium_light,0,24,23,Squat,medium,light
24_24,Squat_medium_light,0,24,24,Squat,medium,light
24_27,Squat_medium_light,0,24,27,Squat,medium,light
24_29,Squat_medium_light,0,24,29,Squat,medium,light
24_30,Squat_medium_light,0,24,30,Squat,medium,light
24_31,Squat_medium_light,0,24,31,Squat,medium,light
24_32,Squat_medium_light,1,24,32,Squat,medium,light
24_34,Squat_medium_light,0,24,34,Squat,medium,light
24_37,Squat_medium_light,0,24,37,Squat,medium,light
24_38,Squat_medium_light,0,24,38,Squat,medium,light
24_40,Squat_medium_light,0,24,40,Squat,medium,light
24_42,Squat_medium_light,0,24,42,Squat,medium,light
24_43,Squat_medium_light,0,24,43,Squat,medium,light
24_44,Squat_medium_light,0,24,44,Squat,medium,light
24_45,Squat_medium_light,0,24,45,Squat,medium,light
24_46,Squat_medium_light,0,24,46,Squat,medium,light
24_51,Squat_medium_light,0,24,51,Squat,medium,light
12_01,Squat_medium_moderate,0,12,1,Squat,medium,moderate
12_02,Squat_medium_moderate,0,12,2,Squat,medium,moderate
12_03,Squat_medium_moderate,0,12,3,Squat,medium,moderate
12_05,Squat_medium_moderate,0,12,5,Squat,medium,moderate
12_07,Squat_medium_moderate,0,12,7,Squat,medium,moderate
12_08,Squat_medium_moderate,0,12,8,Squat,medium,moderate
12_09,Squat_medium_moderate,0,12,9,Squat,medium,moderate
12_10,Squat_medium_moderate,0,12,10,Squat,medium,moderate
12_11,Squat_medium_moderate,0,12,11,Squat,medium,moderate
12_12,Squat_medium_moderate,0,12,12,Squat,medium,moderate
12_13,Squat_medium_moderate,0,12,13,Squat,medium,moderate
12_14,Squat_medium_moderate,0,12,14,Squat,medium,moderate
12_15,Squat_medium_moderate,0,12,15,Squat,medium,moderate
12_16,Squat_medium_moderate,0,12,16,Squat,medium,moderate
12_17,Squat_medium_moderate,0,12,17,Squat,medium,moderate
12_18,Squat_medium_moderate,0,12,18,Squat,medium,moderate
12_20,Squat_medium_moderate,0,12,20,Squat,medium,moderate
12_21,Squat_medium_moderate,0,12,21,Squat,medium,moderate
12_22,Squat_medium_moderate,0,12,22,Squat,medium,moderate
12_23,Squat_medium_moderate,0,12,23,Squat,medium,moderate
12_25,Squat_medium_moderate,0,12,25,Squat,medium,moderate
12_26,Squat_medium_moderate,0,12,26,Squat,medium,moderate
12_27,Squat_medium_moderate,0,12,27,Squat,medium,moderate
12_29,Squat_medium_moderate,0,12,29,Squat,medium,moderate
12_30,Squat_medium_moderate,0,12,30,Squat,medium,moderate
12_31,Squat_medium_moderate,0,12,31,Squat,medium,moderate
12_32,Squat_medium_moderate,0,12,32,Squat,medium,moderate
12_33,Squat_medium_moderate,0,12,33,Squat,medium,moderate
12_34,Squat_medium_moderate,0,12,34,Squat,medium,moderate
12_35,Squat_medium_moderate,1,12,35,Squat,medium,moderate
12_36,Squat_medium_moderate,0,12,36,Squat,medium,moderate
12_37,Squat_medium_moderate,0,12,37,Squat,medium,moderate
12_38,Squat_medium_moderate,0,12,38,Squat,medium,moderate
12_39,Squat_medium_moderate,0,12,39,Squat,medium,moderate
24_01,Squat_medium_moderate,0,24,1,Squat,medium,moderate
24_02,Squat_medium_moderate,0,24,2,Squat,medium,moderate
24_04,Squat_medium_moderate,0,24,4,Squat,medium,moderate
24_05,Squat_medium_moderate,0,24,5,Squat,medium,moderate
24_07,Squat_medium_moderate,0,24,7,Squat,medium,moderate
24_09,Squat_medium_moderate,0,24,9,Squat,medium,moderate
24_10,Squat_medium_moderate,0,24,10,Squat,medium,moderate
24_11,Squat_medium_moderate,0,24,11,Squat,medium,moderate
24_12,Squat_medium_moderate,0,24,12,Squat,medium,moderate
24_13,Squat_medium_moderate,0,24,13,Squat,medium,moderate
24_14,Squat_medium_moderate,0,24,14,Squat,medium,moderate
24_16,Squat_medium_moderate,0,24,16,Squat,medium,moderate
24_17,Squat_medium_moderate,0,24,17,Squat,medium,moderate
24_18,Squat_medium_moderate,0,24,18,Squat,medium,moderate
24_23,Squat_medium_moderate,0,24,23,Squat,medium,moderate
24_24,Squat_medium_moderate,0,24,24,Squat,medium,moderate
24_27,Squat_medium_moderate,0,24,27,Squat,medium,moderate
24_29,Squat_medium_moderate,0,24,29,Squat,medium,moderate
24_30,Squat_medium_moderate,0,24,30,Squat,medium,moderate
24_31,Squat_medium_moderate,0,24,31,Squat,medium,moderate
24_32,Squat_medium_moderate,0,24,32,Squat,medium,moderate
24_34,Squat_medium_moderate,0,24,34,Squat,medium,moderate
24_37,Squat_medium_moderate,0,24,37,Squat,medium,moderate
24_38,Squat_medium_moderate,0,24,38,Squat,medium,moderate
24_40,Squat_medium_moderate,0,24,40,Squat,medium,moderate
24_42,Squat_medium_moderate,0,24,42,Squat,medium,moderate
24_43,Squat_medium_moderate,0,24,43,Squat,medium,moderate
24_44,Squat_medium_moderate,0,24,44,Squat,medium,moderate
24_45,Squat_medium_moderate,0,24,45,Squat,medium,moderate
24_46,Squat_medium_moderate,0,24,46,Squat,medium,moderate
24_51,Squat_medium_moderate,0,24,51,Squat,medium,moderate
12_01,Squat_medium_heavy,0,12,1,Squat,medium,heavy
12_02,Squat_medium_heavy,0,12,2,Squat,medium,heavy
12_03,Squat_medium_heavy,0,12,3,Squat,medium,heavy
12_05,Squat_medium_heavy,0,12,5,Squat,medium,heavy
12_07,Squat_medium_heavy,0,12,7,Squat,medium,heavy
12_08,Squat_medium_heavy,0,12,8,Squat,medium,heavy
12_09,Squat_medium_heavy,0,12,9,Squat,medium,heavy
12_10,Squat_medium_heavy,0,12,10,Squat,medium,heavy
12_11,Squat_medium_heavy,0,12,11,Squat,medium,heavy
12_12,Squat_medium_heavy,0,12,12,Squat,medium,heavy
12_13,Squat_medium_heavy,0,12,13,Squat,medium,heavy
12_14,Squat_medium_heavy,0,12,14,Squat,medium,heavy
12_15,Squat_medium_heavy,0,12,15,Squat,medium,heavy
12_16,Squat_medium_heavy,0,12,16,Squat,medium,heavy
12_17,Squat_medium_heavy,0,12,17,Squat,medium,heavy
12_18,Squat_medium_heavy,0,12,18,Squat,medium,heavy
12_20,Squat_medium_heavy,0,12,20,Squat,medium,heavy
12_21,Squat_medium_heavy,0,12,21,Squat,medium,heavy
12_22,Squat_medium_heavy,0,12,22,Squat,medium,heavy
12_23,Squat_medium_heavy,0,12,23,Squat,medium,heavy
12_25,Squat_medium_heavy,0,12,25,Squat,medium,heavy
12_26,Squat_medium_heavy,0,12,26,Squat,medium,heavy
12_27,Squat_medium_heavy,0,12,27,Squat,medium,heavy
12_29,Squat_medium_heavy,0,12,29,Squat,medium,heavy
12_30,Squat_medium_heavy,0,12,30,Squat,medium,heavy
12_31,Squat_medium_heavy,0,12,31,Squat,medium,heavy
12_32,Squat_medium_heavy,0,12,32,Squat,medium,heavy
12_33,Squat_medium_heavy,0,12,33,Squat,medium,heavy
12_34,Squat_medium_heavy,0,12,34,Squat,medium,heavy
12_35,Squat_medium_heavy,0,12,35,Squat,medium,heavy
12_36,Squat_medium_heavy,0,12,36,Squat,medium,heavy
12_37,Squat_medium_heavy,0,12,37,Squat,medium,heavy
12_38,Squat_medium_heavy,0,12,38,Squat,medium,heavy
12_39,Squat_medium_heavy,0,12,39,Squat,medium,heavy
24_01,Squat_medium_heavy,0,24,1,Squat,medium,heavy
24_02,Squat_medium_heavy,1,24,2,Squat,medium,heavy
24_04,Squat_medium_heavy,0,24,4,Squat,medium,heavy
24_05,Squat_medium_heavy,0,24,5,Squat,medium,heavy
24_07,Squat_medium_heavy,0,24,7,Squat,medium,heavy
24_09,Squat_medium_heavy,0,24,9,Squat,medium,heavy
24_10,Squat_medium_heavy,0,24,10,Squat,medium,heavy
24_11,Squat_medium_heavy,0,24,11,Squat,medium,heavy
24_12,Squat_medium_heavy,0,24,12,Squat,medium,heavy
24_13,Squat_medium_heavy,0,24,13,Squat,medium,heavy
24_14,Squat_medium_heavy,0,24,14,Squat,medium,heavy
24_16,Squat_medium_heavy,0,24,16,Squat,medium,heavy
24_17,Squat_medium_heavy,0,24,17,Squat,medium,heavy
24_18,Squat_medium_heavy,0,24,18,Squat,medium,heavy
24_23,Squat_medium_heavy,0,24,23,Squat,medium,heavy
24_24,Squat_medium_heavy,0,24,24,Squat,medium,heavy
24_27,Squat_medium_heavy,0,24,27,Squat,medium,heavy
24_29,Squat_medium_heavy,0,24,29,Squat,medium,heavy
24_30,Squat_medium_heavy,0,24,30,Squat,medium,heavy
24_31,Squat_medium_heavy,0,24,31,Squat,medium,heavy
24_32,Squat_medium_heavy,0,24,32,Squat,medium,heavy
24_34,Squat_medium_heavy,0,24,34,Squat,medium,heavy
24_37,Squat_medium_heavy,0,24,37,Squat,medium,heavy
24_38,Squat_medium_heavy,0,24,38,Squat,medium,heavy
24_40,Squat_medium_heavy,0,24,40,Squat,medium,heavy
24_42,Squat_medium_heavy,0,24,42,Squat,medium,heavy
24_43,Squat_medium_heavy,0,24,43,Squat,medium,heavy
24_44,Squat_medium_heavy,0,24,44,Squat,medium,heavy
24_45,Squat_medium_heavy,0,24,45,Squat,medium,heavy
24_46,Squat_medium_heavy,1,24,46,Squat,medium,heavy
24_51,Squat_medium_heavy,0,24,51,Squat,medium,heavy
12_01,Squat_large_light,0,12,1,Squat,large,light
12_02,Squat_large_light,0,12,2,Squat,large,light
12_03,Squat_large_light,0,12,3,Squat,large,light
12_05,Squat_large_light,0,12,5,Squat,large,light
12_07,Squat_large_light,0,12,7,Squat,large,light
12_08,Squat_large_light,0,12,8,Squat,large,light
12_09,Squat_large_light,0,12,9,Squat,large,light
12_10,Squat_large_light,0,12,10,Squat,large,light
12_11,Squat_large_light,0,12,11,Squat,large,light
12_12,Squat_large_light,0,12,12,Squat,large,light
12_13,Squat_large_light,0,12,13,Squat,large,light
12_14,Squat_large_light,0,12,14,Squat,large,light
12_15,Squat_large_light,0,12,15,Squat,large,light
12_16,Squat_large_light,0,12,16,Squat,large,light
12_17,Squat_large_light,0,12,17,Squat,large,light
12_18,Squat_large_light,0,12,18,Squat,large,light
12_20,Squat_large_light,0,12,20,Squat,large,light
12_21,Squat_large_light,0,12,21,Squat,large,light
12_22,Squat_large_light,0,12,22,Squat,large,light
12_23,Squat_large_light,0,12,23,Squat,large,light
12_25,Squat_large_light,0,12,25,Squat,large,light
12_26,Squat_large_light,0,12,26,Squat,large,light
12_27,Squat_large_light,0,12,27,Squat,large,light
12_29,Squat_large_light,0,12,29,Squat,large,light
12_30,Squat_large_light,0,12,30,Squat,large,light
12_31,Squat_large_light,0,12,31,Squat,large,light
12_32,Squat_large_light,0,12,32,Squat,large,light
12_33,Squat_large_light,0,12,33,Squat,large,light
12_34,Squat_large_light,0,12,34,Squat,large,light
12_35,Squat_large_light,1,12,35,Squat,large,light
12_36,Squat_large_light,0,12,36,Squat,large,light
12_37,Squat_large_light,0,12,37,Squat,large,light
12_38,Squat_large_light,0,12,38,Squat,large,light
12_39,Squat_large_light,0,12,39,Squat,large,light
24_01,Squat_large_light,0,24,1,Squat,large,light
24_02,Squat_large_light,0,24,2,Squat,large,light
24_04,Squat_large_light,0,24,4,Squat,large,light
24_05,Squat_large_light,0,24,5,Squat,large,light
24_07,Squat_large_light,0,24,7,Squat,large,light
24_09,Squat_large_light,0,24,9,Squat,large,light
24_10,Squat_large_light,0,24,10,Squat,large,light
24_11,Squat_large_light,0,24,11,Squat,large,light
24_12,Squat_large_light,0,24,12,Squat,large,light
24_13,Squat_large_light,0,24,13,Squat,large,light
24_14,Squat_large_light,0,24,14,Squat,large,light
24_16,Squat_large_light,0,24,16,Squat,large,light
24_17,Squat_large_light,0,24,17,Squat,large,light
24_18,Squat_large_light,0,24,18,Squat,large,light
24_23,Squat_large_light,0,24,23,Squat,large,light
24_24,Squat_large_light,0,24,24,Squat,large,light
24_27,Squat_large_light,0,24,27,Squat,large,light
24_29,Squat_large_light,0,24,29,Squat,large,light
24_30,Squat_large_light,0,24,30,Squat,large,light
24_31,Squat_large_light,0,24,31,Squat,large,light
24_32,Squat_large_light,0,24,32,Squat,large,light
24_34,Squat_large_light,0,24,34,Squat,large,light
24_37,Squat_large_light,0,24,37,Squat,large,light
24_38,Squat_large_light,0,24,38,Squat,large,light
24_40,Squat_large_light,0,24,40,Squat,large,light
24_42,Squat_large_light,0,24,42,Squat,large,light
24_43,Squat_large_light,1,24,43,Squat,large,light
24_44,Squat_large_light,0,24,44,Squat,large,light
24_45,Squat_large_light,0,24,45,Squat,large,light
24_46,Squat_large_light,0,24,46,Squat,large,light
24_51,Squat_large_light,0,24,51,Squat,large,light
12_01,Squat_large_moderate,0,12,1,Squat,large,moderate
12_02,Squat_large_moderate,0,12,2,Squat,large,moderate
12_03,Squat_large_moderate,0,12,3,Squat,large,moderate
12_05,Squat_large_moderate,0,12,5,Squat,large,moderate
12_07,Squat_large_moderate,0,12,7,Squat,large,moderate
12_08,Squat_large_moderate,0,12,8,Squat,large,moderate
12_09,Squat_large_moderate,0,12,9,Squat,large,moderate
12_10,Squat_large_moderate,0,12,10,Squat,large,moderate
12_11,Squat_large_moderate,0,12,11,Squat,large,moderate
12_12,Squat_large_moderate,0,12,12,Squat,large,moderate
12_13,Squat_large_moderate,0,12,13,Squat,large,moderate
12_14,Squat_large_moderate,0,12,14,Squat,large,moderate
12_15,Squat_large_moderate,0,12,15,Squat,large,moderate
12_16,Squat_large_moderate,0,12,16,Squat,large,moderate
12_17,Squat_large_moderate,0,12,17,Squat,large,moderate
12_18,Squat_large_moderate,0,12,18,Squat,large,moderate
12_20,Squat_large_moderate,0,12,20,Squat,large,moderate
12_21,Squat_large_moderate,0,12,21,Squat,large,moderate
12_22,Squat_large_moderate,0,12,22,Squat,large,moderate
12_23,Squat_large_moderate,0,12,23,Squat,large,moderate
12_25,Squat_large_moderate,0,12,25,Squat,large,moderate
12_26,Squat_large_moderate,0,12,26,Squat,large,moderate
12_27,Squat_large_moderate,0,12,27,Squat,large,moderate
12_29,Squat_large_moderate,0,12,29,Squat,large,moderate
12_30,Squat_large_moderate,0,12,30,Squat,large,moderate
12_31,Squat_large_moderate,0,12,31,Squat,large,moderate
12_32,Squat_large_moderate,0,12,32,Squat,large,moderate
12_33,Squat_large_moderate,0,12,33,Squat,large,moderate
12_34,Squat_large_moderate,0,12,34,Squat,large,moderate
12_35,Squat_large_moderate,0,12,35,Squat,large,moderate
12_36,Squat_large_moderate,0,12,36,Squat,large,moderate
12_37,Squat_large_moderate,0,12,37,Squat,large,moderate
12_38,Squat_large_moderate,0,12,38,Squat,large,moderate
12_39,Squat_large_moderate,0,12,39,Squat,large,moderate
24_01,Squat_large_moderate,0,24,1,Squat,large,moderate
24_02,Squat_large_moderate,0,24,2,Squat,large,moderate
24_04,Squat_large_moderate,0,24,4,Squat,large,moderate
24_05,Squat_large_moderate,1,24,5,Squat,large,moderate
24_07,Squat_large_moderate,0,24,7,Squat,large,moderate
24_09,Squat_large_moderate,0,24,9,Squat,large,moderate
24_10,Squat_large_moderate,0,24,10,Squat,large,moderate
24_11,Squat_large_moderate,0,24,11,Squat,large,moderate
24_12,Squat_large_moderate,0,24,12,Squat,large,moderate
24_13,Squat_large_moderate,0,24,13,Squat,large,moderate
24_14,Squat_large_moderate,0,24,14,Squat,large,moderate
24_16,Squat_large_moderate,0,24,16,Squat,large,moderate
24_17,Squat_large_moderate,0,24,17,Squat,large,moderate
24_18,Squat_large_moderate,0,24,18,Squat,large,moderate
24_23,Squat_large_moderate,0,24,23,Squat,large,moderate
24_24,Squat_large_moderate,0,24,24,Squat,large,moderate
24_27,Squat_large_moderate,0,24,27,Squat,large,moderate
24_29,Squat_large_moderate,0,24,29,Squat,large,moderate
24_30,Squat_large_moderate,0,24,30,Squat,large,moderate
24_31,Squat_large_moderate,0,24,31,Squat,large,moderate
24_32,Squat_large_moderate,0,24,32,Squat,large,moderate
24_34,Squat_large_moderate,0,24,34,Squat,large,moderate
24_37,Squat_large_moderate,0,24,37,Squat,large,moderate
24_38,Squat_large_moderate,0,24,38,Squat,large,moderate
24_40,Squat_large_moderate,0,24,40,Squat,large,moderate
24_42,Squat_large_moderate,0,24,42,Squat,large,moderate
24_43,Squat_large_moderate,0,24,43,Squat,large,moderate
24_44,Squat_large_moderate,0,24,44,Squat,large,moderate
24_45,Squat_large_moderate,0,24,45,Squat,large,moderate
24_46,Squat_large_moderate,0,24,46,Squat,large,moderate
24_51,Squat_large_moderate,0,24,51,Squat,large,moderate
12_01,Squat_large_heavy,0,12,1,Squat,large,heavy
12_02,Squat_large_heavy,0,12,2,Squat,large,heavy
12_03,Squat_large_heavy,0,12,3,Squat,large,heavy
12_05,Squat_large_heavy,3,12,5,Squat,large,heavy
12_07,Squat_large_heavy,0,12,7,Squat,large,heavy
12_08,Squat_large_heavy,2,12,8,Squat,large,heavy
12_09,Squat_large_heavy,0,12,9,Squat,large,heavy
12_10,Squat_large_heavy,0,12,10,Squat,large,heavy
12_11,Squat_large_heavy,0,12,11,Squat,large,heavy
12_12,Squat_large_heavy,0,12,12,Squat,large,heavy
12_13,Squat_large_heavy,0,12,13,Squat,large,heavy
12_14,Squat_large_heavy,0,12,14,Squat,large,heavy
12_15,Squat_large_heavy,0,12,15,Squat,large,heavy
12_16,Squat_large_heavy,0,12,16,Squat,large,heavy
12_17,Squat_large_heavy,0,12,17,Squat,large,heavy
12_18,Squat_large_heavy,0,12,18,Squat,large,heavy
12_20,Squat_large_heavy,0,12,20,Squat,large,heavy
12_21,Squat_large_heavy,0,12,21,Squat,large,heavy
12_22,Squat_large_heavy,0,12,22,Squat,large,heavy
12_23,Squat_large_heavy,0,12,23,Squat,large,heavy
12_25,Squat_large_heavy,0,12,25,Squat,large,heavy
12_26,Squat_large_heavy,0,12,26,Squat,large,heavy
12_27,Squat_large_heavy,0,12,27,Squat,large,heavy
12_29,Squat_large_heavy,0,12,29,Squat,large,heavy
12_30,Squat_large_heavy,0,12,30,Squat,large,heavy
12_31,Squat_large_heavy,0,12,31,Squat,large,heavy
12_32,Squat_large_heavy,1,12,32,Squat,large,heavy
12_33,Squat_large_heavy,0,12,33,Squat,large,heavy
12_34,Squat_large_heavy,0,12,34,Squat,large,heavy
12_35,Squat_large_heavy,0,12,35,Squat,large,heavy
12_36,Squat_large_heavy,1,12,36,Squat,large,heavy
12_37,Squat_large_heavy,0,12,37,Squat,large,heavy
12_38,Squat_large_heavy,0,12,38,Squat,large,heavy
12_39,Squat_large_heavy,0,12,39,Squat,large,heavy
24_01,Squat_large_heavy,0,24,1,Squat,large,heavy
24_02,Squat_large_heavy,0,24,2,Squat,large,heavy
24_04,Squat_large_heavy,1,24,4,Squat,large,heavy
24_05,Squat_large_heavy,0,24,5,Squat,large,heavy
24_07,Squat_large_heavy,0,24,7,Squat,large,heavy
24_09,Squat_large_heavy,0,24,9,Squat,large,heavy
24_10,Squat_large_heavy,0,24,10,Squat,large,heavy
24_11,Squat_large_heavy,0,24,11,Squat,large,heavy
24_12,Squat_large_heavy,3,24,12,Squat,large,heavy
24_13,Squat_large_heavy,0,24,13,Squat,large,heavy
24_14,Squat_large_heavy,0,24,14,Squat,large,heavy
24_16,Squat_large_heavy,0,24,16,Squat,large,heavy
24_17,Squat_large_heavy,0,24,17,Squat,large,heavy
24_18,Squat_large_heavy,0,24,18,Squat,large,heavy
24_23,Squat_large_heavy,0,24,23,Squat,large,heavy
24_24,Squat_large_heavy,0,24,24,Squat,large,heavy
24_27,Squat_large_heavy,0,24,27,Squat,large,heavy
24_29,Squat_large_heavy,0,24,29,Squat,large,heavy
24_30,Squat_large_heavy,0,24,30,Squat,large,heavy
24_31,Squat_large_heavy,0,24,31,Squat,large,heavy
24_32,Squat_large_heavy,0,24,32,Squat,large,heavy
24_34,Squat_large_heavy,0,24,34,Squat,large,heavy
24_37,Squat_large_heavy,0,24,37,Squat,large,heavy
24_38,Squat_large_heavy,0,24,38,Squat,large,heavy
24_40,Squat_large_heavy,0,24,40,Squat,large,heavy
24_42,Squat_large_heavy,0,24,42,Squat,large,heavy
24_43,Squat_large_heavy,0,24,43,Squat,large,heavy
24_44,Squat_large_heavy,1,24,44,Squat,large,heavy
24_45,Squat_large_heavy,0,24,45,Squat,large,heavy
24_46,Squat_large_heavy,0,24,46,Squat,large,heavy
24_51,Squat_large_heavy,0,24,51,Squat,large,heavy
